domain,model,puzzle_id,pass_type,correct,error,elapsed_s,group_scores,key_ngrams,min_conf,min1_conf,mean_conf,raw_response
ConnectionsPlus,Claude Sonnet 4.6,connp_066,un_augmented,1,,2.3928890228271484,"[85, 90, 95, 95, 80, 90, 80, 85]","[[""gymnastics moves"", ""ARABESQUE, ROUNDOFF, SPLIT, AERIAL"", ""accounted for""], [""something solid"", ""AREAL, VOLUMETRIC, LINEAR, and ANGULAR"", ""different kinds of measurements""], [""GEORGIA, IMPACT, ARIAL, VERDANA are all fonts!"", ""That's exactly 4""], [""Disney Princesses"", ""MERIDA, AURORA, TIANA, ARIEL - all four are confirmed"", ""ARIAL (the typeface) and ARIEL (the mermaid princess) are indeed distinct""], [""pattern with girl groups"", ""SUPREME could be The Supremes"", ""BANGLE could be The Bangles"", ""all famous groups""], [""Then it clicks"", ""STAR works with all four remaining words"", ""STARFISH, STARGATE, STARBOARD, and STARSTRUCK""], [""verbs meaning to captivate or fascinate someone"", ""THRILL, CHARM, RIVET, and ENTRANCE all work""], [""words that mean excerpts or selections from text"", ""PASSAGE, EXTRACT, QUOTE, and CLIP all fit""]]",80.0,80.0,87.5,
ConnectionsPlus,Claude Sonnet 4.6,connp_061,un_augmented,0,,2.3351855278015137,"[45, 100, 100, 30, 100, 90, 100, 60]","[[""RING A BELL"", ""RING FENCE"", ""RING"", ""A BELL, FENCE, LOCK, DAY""], [""Presidential nicknames"", ""ABE, DICK, CAL, TEDDY - those four work!"", ""solid category""], [""anagrams of ABEL"", ""ABEL, BELA, ABLE, BALE - these are all anagrams""], [""CINCH, GUARANTEE, CRYSTAL, and MUD"", ""still uncertain about the last two"", ""not a standard phrase""], [""Black and white things"", ""OREO, TUXEDO, PANDA, CROSSWORD - all fit that pattern"", ""that works""], [""JOINT, ESTABLISHMENT, DIVE, and HAUNT"", ""strongest fit"", ""places you can go""], [""HEDGE FUND, TRUST FUND, SLUSH FUND, MUTUAL FUND"", ""that's four words right there!"", ""solid category""], [""water-related activities"", ""SHOOT, RIDE, SWIM, ICE"", ""group that goes with"", ""DIVE can't work in both""]]",30.0,45.0,78.125,
ConnectionsPlus,Claude Sonnet 4.6,connp_065,un_augmented,1,,1.8944058418273928,"[85, 85, 85, 85, 85, 85, 85, 55]","[[""math and geometry measurements"", ""ways to measure space""], [""Las Vegas casinos"", ""famous casino resorts on the Strip""], [""ARS, AYES, OWES, EASE"", ""letter plurals category"", ""sound like plural letters""], [""Olympic events"", ""Olympic sports"", ""solid groups""], [""biology terms"", ""fundamental biological concepts"", ""solid groups""], [""synonyms for flow or tendency"", ""TREND, DIRECTION, COURSE, and TIDE""], [""black and white things"", ""solid category that actually works""], [""final group"", ""isn't perfectly clear"", ""testing whether these could be"", ""pattern I'm missing""]]",55.0,85.0,81.25,
ConnectionsPlus,Claude Sonnet 4.6,connp_070,un_augmented,1,,2.2279131412506104,"[85, 90, 85, 75, 85, 80, 95, 100]","[[""NOTICE, BULLETIN, ANNOUNCEMENT, and POSTER could all relate"", ""public notices locked in""], [""PALM TREE works, PALM BEACH works, PALM SUNDAY works... and PALM READER works too"", ""that's four words that can follow PALM""], [""TAB is it"", ""soda can has a pull tab, a browser has tabs, a keyboard has a tab key, and a folder has a tab""], [""SOAP, RAG, GLOVES, and BUCKET could all be cleaning supplies"", ""That might be the grouping""], [""CONVEYOR BELT, SCANNER, REGISTER, and SCALE all fit together as grocery store checkout equipment""], [""words meaning fake or phony like MOCK, DUMMY, SHAM, and PRETEND""], [""SPARE ME! That's a common expression"", ""set would be SPARE TIRE, SPARE RIB, SPARE TIME, and SPARE ME"", ""That feels solid""], [""turntable connection is becoming clearer"", ""NEEDLE, TONEARM, PLATTER, and MOTOR all fit together as actual components of a record player""]]",75.0,80.0,86.875,
ConnectionsPlus,Claude Sonnet 4.6,connp_067,un_augmented,0,,2.47216796875,"[65, 75, 55, 60, 90, 95, 90, 85]","[[""ship parts"", ""AFT, FORE, MAST, DECK"", ""one of them must belong elsewhere""], [""VALUE, AMOUNT, PRICE, and FIGURE"", ""express cost or monetary value""], [""DIAPER, FILM, ARROW, and CHARACTER"", ""connection isn't perfectly clear"", ""doesn't quite fit yet""], [""theater terms"", ""WINGS, STAGE, BOW"", ""METHOD acting""], [""BUFFER, COMFORT, TIME, and TWILIGHT"", ""all things that can precede ZONE"", ""actually pretty strong""], [""punctuation marks"", ""PERIOD, SLASH, COLON, DASH"", ""That's 4!""], [""Authentication methods"", ""PIN, PASSWORD, FINGERPRINT, and FACE"", ""more cohesive"", ""standard ways to unlock""], [""adding flavor to food"", ""SALT, SPICE, SEASON, and FLAVOR"", ""all work"", ""solid connection""]]",55.0,60.0,76.875,
ConnectionsPlus,Claude Sonnet 4.6,connp_074,un_augmented,1,,2.444742441177368,"[90, 95, 75, 85, 80, 90, 85, 80]","[[""definitely a group of pink things"", ""pink things, which could be a category""], [""giving me four"", ""works perfectly"", ""BANANA BOAT, and BANANA BREAD are all real phrases""], [""working through \""scratch\"" phrases"", ""Those four work together"", ""I'm not sure if that's the right angle""], [""fish types"", ""SKATE is definitely a fish"", ""PIKE is definitely a fish"", ""FLUKE, CHAR, PIKE, and SKATE as the four fish""], [""4 desserts!"", ""COBBLER belongs with the fruit desserts"", ""TART stays with the desserts""], [""irritable/annoyed category"", ""all work perfectly"", ""TART works as both a dessert and an adjective""], [""That's the pattern!"", ""all contain synonyms for happy"", ""verify the complete set""], [""all mean cheap or inferior"", ""so that's another category"", ""I need to verify which four actually fit""]]",75.0,80.0,85.0,
ConnectionsPlus,Claude Sonnet 4.6,connp_080,un_augmented,1,,2.0271143913269043,"[85, 90, 85, 80, 95, 80, 65, 95]","[[""anagrams of musical instruments"", ""I've found the pattern"", ""ABUT becomes TUBA""], [""strongly associated with"", ""The Dude from The Big Lebowski"", ""Big Lebowski references""], [""famous smiles"", ""CHESHIRE CAT, MONA LISA, and a COMEDY MASK""], [""solid category"", ""to teach or instruct"", ""DIRECT, COACH, GUIDE, and TRAIN all work as verbs""], [""They're all words built around"", ""Greek and Latin number prefixes"", ""That's the pattern""], [""synonyms for channels or methods"", ""means of communication or expression""], [""notably incomplete or damaged"", ""trying to figure out what ties them together"", ""Statue of Liberty appears intact""], [""cat breeds"", ""SPHYNX, TURKISH ANGORA, and RAGAMUFFIN""]]",65.0,80.0,84.375,
ConnectionsPlus,Claude Sonnet 4.6,connp_073,un_augmented,0,,2.374634265899658,"[85, 75, 20, 80, 70, 75, 65, 90]","[[""sci-fi films"", ""ALIEN, DUNE, TRON, AVATAR"", ""solid choices""], [""drum types"", ""SNARE, KETTLE, STEEL, BOWL"", ""valid types of drums""], [""CANTAB, MAKESHIFT, LADLE, ICECAPS"", ""trying to find what ties them together"", ""last four words""], [""AVATAR, CHARACTER, PERSON, INDIVIDUAL"", ""all mean a \""user\"" or persona"", ""synonyms for a person""], [""LADLE, SPOON, CUP, and possibly BOWL as kitchen items"", ""tea components"", ""TEABAG, CUP, POT, SPOON""], [""internet-related words"", ""WEB, NET, CYBERSPACE, TANGLE"", ""connect to online concepts""], [""hard as"", ""NAILS, ROCK, DIAMOND, and STEEL"", ""hard water"", ""WATER as in hard water""], [""size descriptors"", ""JUMBO, SUPER, GIANT, MONSTER"", ""all mean very large""]]",20.0,65.0,70.0,
ConnectionsPlus,Claude Sonnet 4.6,connp_069,un_augmented,1,,2.752505302429199,"[65, 90, 95, 85, 95, 95, 80, 100]","[[""words for atmosphere or feeling"", ""atmosphere-related words"", ""AURA, VIBE, and AIR""], [""The Big Lebowski references"", ""The Big Lebowski connections"", ""those four elements spell out \""The\"" somehow""], [""Super Bowl party foods!"", ""Super Bowl party staples"", ""WINGS, DIP, BEER, PIZZA""], [""hidden city names"", ""contain hidden city names"", ""ROMEO contains ROME, PARISH hides PARIS, BERNIE has BERN""], [""famous smiles"", ""iconic grin"", ""distinctive smiles or grins that are instantly recognizable"", ""feels like a solid connection""], [""\""___ON\"" verbs"", ""all ways of saying to keep going on about something"", ""fixate or persist""], [""iconic landmarks"", ""distinctive flaw or damage"", ""they all share something distinctive: physical imperfections""], [""cat breeds"", ""RUSSIAN BLUE, SPHYNX, TURKISH ANGORA, and RAGAMUFFIN are all legitimate breeds""]]",65.0,80.0,88.125,
ConnectionsPlus,Claude Sonnet 4.6,connp_075,un_augmented,1,,2.105632781982422,"[85, 90, 80, 80, 80, 85, 95, 90]","[[""LOLLY, CANDY, SUCKER, and SWEET all work"", ""different terms for the same thing""], [""newspaper staff group"", ""PHOTOGRAPHER, EDITOR, REPORTER, and COLUMNIST"", ""journalism-related professions""], [""ROUTINE, REGULAR, COMMON, and STANDARD all mean the same thing"", ""ordinary things""], [""they're all different definitions or uses of the word CON"", ""CONVENTION, CRIMINAL, SWINDLE, and DRAWBACK""], [""FAKE, DUPE, DUMMY, and COPY all mean imitation or counterfeit""], [""HEAVENS, MERCY, GRACIOUS, and DEAR as exclamations of surprise"", ""old-fashioned exclamations""], [""SHADOWBOXER, NEWSHOUND, TRENDSETTER, and SNICKERDOODLE all contain dog breeds hidden in them"", ""BOXER, HOUND, SETTER, and DOODLE""], [""YEAR, WHY, YES, and YELLOW all start with or sound like the letter Y"", ""WHY is clever because it sounds like the letter Y""]]",80.0,80.0,85.625,
ConnectionsPlus,Claude Sonnet 4.6,connp_082,un_augmented,1,,2.0327847003936768,"[65, 55, 75, 80, 90, 85, 75, 85]","[[""ASTERISK, DAGGER, PARENS, and NUMBER"", ""second-guessing"", ""footnote marker pattern""], [""arc or curved shapes"", ""RAINBOW, EYEBROW, and BANANA""], [""CHECK MARK, STRETCH MARK, BEAUTY MARK"", ""complete that phrase""], [""boasting category"", ""meaning to brag or show off""], [""silent P words"", ""most cohesive pattern""], [""cereal mascots!"", ""Lucky the Leprechaun"", ""Count Chocula""], [""street art forms"", ""GRAFFITI, MURAL, POSTER, and STENCIL""], [""classic dances"", ""HUSTLE, MASHED POTATO, and ROBOT"", ""fit that pattern""]]",55.0,65.0,76.25,
ConnectionsPlus,Claude Sonnet 4.6,connp_068,un_augmented,0,,4.5904200077056885,"[85, 90, 95, 45, 40, 60, 95, 55]","[[""WISE, FRESH, SASSY, and ARCH all share that meaning of clever and mischievous"", ""cheeky might be WISE, FRESH, SASSY, ARCH""], [""things you SPILL like BEANS, TEA, MILK, GUTS"", ""solid""], [""body measurements like BUST, WAIST, HIPS, LENGTH"", ""more cohesive than including GUTS""], [""MINT, BUTTER, and SYRUP could each have multiple meanings"", ""hot sauce"", ""potential connections"", ""pancake toppings""], [""CAP, DUD, CAN, KID"", ""not seeing the clean connection yet"", ""stuck on the last group""], [""SCRAPE, JAM, PICKLE, and FERMENT could work for 'in a ___' phrases describing trouble"", ""shift trouble to JAM, PICKLE, FERMENT"", ""avoid the overlap""], [""poker terms locked in with FLOP, TURN, RIVER, HOLE"", ""poker terms like FLOP, TURN, RIVER, HOLE""], [""GNASH, GRIND, GRATE, and maybe MILK?"", ""GNASH, GRIND, GRATE could work with SCRAPE"", ""teeth reaction"", ""I need to find a fourth word""]]",40.0,45.0,70.625,
ConnectionsPlus,Claude Sonnet 4.6,connp_077,un_augmented,1,,1.8559725284576416,"[85, 90, 80, 95, 75, 85, 70, 95]","[[""THE BIG LEBOWSKI"", ""iconic elements"", ""Big Lebowski references""], [""work as"", ""mark."", ""solid category""], [""iconic smiles or grins"", ""famous for their expressions"", ""Famous smiles""], [""silent P"", ""silent letters too"", ""That's it!"", ""words with silent P's""], [""street art forms"", ""fit together""], [""dances too"", ""dance styles"", ""dances covered""], [""famous monuments or sculptures"", ""distinctly imperfect"", ""defined by their imperfections"", ""I'm trying to figure out what flaw""], [""identifying cat breeds first"", ""legitimate breeds"", ""all accounted for""]]",70.0,75.0,84.375,
ConnectionsPlus,Claude Sonnet 4.6,connp_086,un_augmented,1,,2.0432279109954834,"[85, 90, null, 90, 95, 100, 85, 95]","[[""Latin prepositions"", ""work as Latin prefixes"", ""AB, SUB, PRO, SINE""], [""percussion instruments"", ""BELL, DRUM, TRIANGLE, and RATTLE"", ""look like percussion instruments""], [], [""rich person accessories"", ""associated with a wealthy character like Rich Uncle Pennybags"", ""MONEYBAG, TOP HAT, BOWTIE, and CANE""], [""Caesar's famous phrase"", ""I CAME SAW CONQUERED"", ""gives me four words right there""], [""SQUARE, SETTLE, PAY, and CLEAR"", ""definitively mean paying off a debt"", ""lock in the debt group first""], [""SHOULDER, ELBOW, SHOVE, and PRESS"", ""all relate to pushing or shoving""], [""hidden body parts"", ""foot parts: HEEL, ANKLE, TOE, and ARCH"", ""clean thematic group""]]",85.0,85.0,91.42857142857144,
ConnectionsPlus,Claude Sonnet 4.6,connp_084,un_augmented,0,,2.36157488822937,"[85, 95, 80, 85, 90, 95, 95, 95]","[[""Latin prepositions"", ""pro bono"", ""ab initio"", ""sine qua non""], [""RED"", ""CARD"", ""APPLE"", ""NOSE"", ""TRIANGLE"", ""perfectly""], [""musical instruments"", ""percussion instruments"", ""TRIANGLE gets to stay in the RED"", ""category""], [""synonyms for personal property"", ""EFFECT, BELONGING, POSSESSION, and GOOD"", ""all be types of the same thing""], [""horror movie titles"", ""SHINING, EXORCIST, HAUNTING, BIRDS"", ""cleanly""], [""exclamations"", ""BOY, MAN, WOW, GOODNESS"", ""Oh boy! Oh man! Wow! My goodness!""], [""Caesar's famous phrase"", ""I, CAME, SAW, CONQUERED"", ""veni, vidi, vici""], [""mean to resolve debts"", ""PAY, SETTLE, SQUARE, CLEAR"", ""pretty sure about""]]",80.0,85.0,90.0,
ConnectionsPlus,Claude Sonnet 4.6,connp_081,un_augmented,1,,2.217925548553467,"[85, 85, 75, 80, 70, 85, 85, 90]","[[""glowing things work perfectly"", ""strong candidates""], [""category is coming together"", ""could all work as answers""], [""Netherlands connection is really clicking"", ""second-guessing CLOG"", ""belongs there""], [""silent P's"", ""all have that""], [""slimy or slippery"", ""slimy creatures""], [""built around synonyms"", ""contain verbs related to falling"", ""align cleanly""], [""street art seems straightforward"", ""fits naturally""], [""iconic dance moves"", ""HUSTLE, ROBOT, TWIST, and MASHED POTATO""]]",70.0,75.0,81.875,
ConnectionsPlus,Claude Sonnet 4.6,connp_092,un_augmented,1,,1.9206771850585933,"[85, 80, 95, 85, 85, 85, 80, 90]","[[""band names"", ""THE SUPREMES, THE GO-GO'S, THE BANGLES, and possibly THE CHICKS""], [""squandering or failing at something"", ""BLOW, MISS, LOSE, and WASTE""], [""what about STAR?"", ""STARFISH, STARBOARD, STARSTRUCK, STARGATE"", ""they all work!""], [""military camouflage colors"", ""KHAKI, CAMO, FATIGUE, DRAB""], [""captivate"", ""ENTRANCE, CHARM, RIVET, THRILL""], [""excerpts"", ""QUOTE, PASSAGE, EXTRACT, and CLIP""], [""conduits or tubes"", ""PIPE, DUCT, HOSE, EXHAUST""], [""wheel parts"", ""SPOKE, TIRE, HUB, RIM""]]",80.0,80.0,85.625,
ConnectionsPlus,Claude Sonnet 4.6,connp_085,un_augmented,1,,2.3511393070220947,"[85, 90, 80, 75, 95, 100, 85, 100]","[[""things that cause tears"", ""all connect through tears or crying"", ""onions make you cry"", ""melodrama involves dramatic crying""], [""FILE, CLIP, BITE, PAINT are all things you can do to your nails"", ""things related to nails""], [""BORDER, FRINGE, EDGE, and SKIRT"", ""all describe the outer boundary or perimeter"", ""verbs meaning avoid""], [""BUCKET, GLOVES, SOAP, and RAG"", ""cleaning supplies"", ""used together for household tasks""], [""DODGEBALL, KICKBALL, SOFTBALL, and PICKLEBALL"", ""found a solid group"", ""___BALL group""], [""synonyms for fake"", ""SHAM, MOCK, DUMMY, PRETEND"", ""these all fit as synonyms""], [""TIRE, TIME, RIB, ME"", ""all work after SPARE"", ""found a solid group""], [""turntable category!"", ""MOTOR, PLATTER, TONEARM, NEEDLE"", ""turntable parts""]]",75.0,80.0,88.75,
ConnectionsPlus,Claude Sonnet 4.6,connp_087,un_augmented,0,,2.5787477493286133,"[85, 90, 80, 50, 95, 40, 85, 45]","[[""NOTICE, BULLETIN, ANNOUNCEMENT, POSTER"", ""types of public notices"", ""all mean public notice""], [""PALM BEACH, PALM TREE, PALM READER, PALM SUNDAY"", ""PALM ___"", ""PALM is a strong connector""], [""KEYBOARD, FOLDER, BROWSER, SHELL"", ""computer-related terms"", ""computer terms"", ""KEY + BOARD""], [""NETI, ORGO, COMP, and LICK could all be abbreviations"", ""COMP and ORGO are definitely college course nicknames"", ""COMP, ORGO, NETI, LICK might have something to do with the internet""], [""grocery store checkout"", ""CONVEYOR BELT, SCANNER, REGISTER, and SCALE"", ""checkout items like CONVEYOR BELT, SCANNER, REGISTER, SCALE form a solid category""], [""ICE CREAM and ICE MILK"", ""MILK, CREAM, SODA CAN, and LICK could all be ice cream related"", ""SODA CAN, MILK, CREAM, LICK\u2014these feel like they could relate to ice cream somehow""], [""slang for \""excellent/cool\"""", ""DOPE, ILL, SICK, LIT"", ""Slang for excellent covers DOPE, ILL, SICK, LIT""], [""FIRE, HELL, WELL, SMOKE for a final category"", ""FIRE, HELL, WELL, SMOKE might form their own pattern"", ""I'm still uncertain about the remaining group with FIRE, HELL, WELL, SMOKE""]]",40.0,45.0,71.25,
ConnectionsPlus,Claude Sonnet 4.6,connp_089,un_augmented,0,,2.1883881092071533,"[40, 65, 80, 85, 90, 85, 90, 95]","[[""not entirely confident"", ""remaining four"", ""connect through spa or relaxation"", ""connection isn't clicking""], [""stuffed items filled with something"", ""collectible toys"", ""LABUBI, BEANIE BABY, BARBIE DREAMHOUSE, HACKY SACK""], [""things you scratch"", ""scratch your head"", ""all work with""], [""pink things"", ""FLAMINGO, CHERRY BLOSSOM, CALAMINE LOTION, MARSHMALLOW"", ""solid groups""], [""things with dials or knobs"", ""STOVE, CONTROL PANEL, RADIO"", ""all have physical dials or knobs""], [""terms of endearment"", ""SWEETHEART, SOFTIE, DOODLEBUG, and PITTER-PATTER"", ""solid group""], [""words meaning happy"", ""contain positive emotion words"", ""GLAD-HAND, MERRY-GO-ROUND, SUNNY-SIDE UP, and HAPPY MEAL"", ""already complete""], [""meaning trivial"", ""TRIVIAL, RINKY-DINK, TWO-BIT, and MICKEY MOUSE"", ""fit that meaning pretty well"", ""solid groups""]]",40.0,65.0,78.75,
ConnectionsPlus,Claude Sonnet 4.6,connp_094,un_augmented,0,,2.105634927749634,"[20, 90, 80, 75, 55, 100, 70, 100]","[[""pancake still feels forced"", ""BEAST as a holder seems weak"", ""not sure that's actually a character or object""], [""STRUM, PICK, SLIDE, and BEND"", ""definitely guitar techniques"", ""solid category""], [""ROCK ___ works perfectly"", ""SALT, BOTTOM, LOBSTER, and MUSIC""], [""vessels \u2014 things that hold stuff"", ""DRUM fits this pattern"", ""looking at what's left""], [""CAROUSEL, COASTER, FRISBEE, and TEACUP"", ""BEAST seem right, though TEACUP could swap in""], [""work perfectly"", ""punk and post-punk bands"", ""clear sequential steps""], [""fit as things you'd find at an airport"", ""fourth item is tricky"", ""CLOCK for an airport departure board""], [""clear sequential steps"", ""WASH, DRY, FOLD, and PRESS"", ""laundry operations""]]",20.0,55.0,73.75,
ConnectionsPlus,Claude Sonnet 4.6,connp_096,un_augmented,1,,2.095532178878784,"[85, 90, 80, 85, 85, 90, 85, 85]","[[""ALIEN, AVATAR, DUNE, and TRON are all sci-fi movies"", ""seems like a solid category""], [""BOWL, LADLE, SPOON, POT all work together"", ""kitchen items like bowls and ladles""], [""PERSON, INDIVIDUAL, CHARACTER, and PARTY all mean a single human being"", ""means a person (legal)""], [""CHARGE, INDICT, SUE, and FILE all work as legal actions"", ""seems right""], [""Laurel & Hardy, Penn & Teller, Sonny & Cher, and Bonnie & Clyde"", ""second names from iconic 'and' pairs""], [""ROCKY, CHIP, ITCHY, and PINKY all fit this category perfectly"", ""first names from famous duos""], [""JUMBO, GIANT, MONSTER, SUPER"", ""words meaning 'large' fit perfectly""], [""PITCH, JET, RAVEN, and INKY"", ""shades of black synonyms"", ""yes this seems right!""]]",80.0,85.0,85.625,
ConnectionsPlus,Claude Sonnet 4.6,connp_091,un_augmented,1,,2.206372022628784,"[70, 85, 90, 80, 80, 75, 80, 80]","[[""could be dances"", ""dance moves like"", ""BOP, GROOVE, SWAY, and BOUNCE""], [""all form compound words with \""word\"""", ""buzzword, crossword, loanword, and password"", ""LOAN, BUZZ, CROSS, and PASS unaccounted for""], [""legal actions!"", ""INDICT, CHARGE, FILE, SUE"", ""legal terms""], [""famous partnerships or duos"", ""HARDY, TELLER, CLYDE, and CHER"", ""Laurel&Hardy, Penn&Teller, Bonnie&Clyde, Sonny&Cher""], [""first half of classic cartoon duos"", ""Rocky and Bullwinkle, Chip and Dale, Pinky and the Brain, Itchy and Scratchy"", ""cartoon character pairs""], [""verbs meaning to inhale"", ""DRAG, PULL, DRAW, and PUFF"", ""smoking synonyms""], [""martini-related terms"", ""SHAKEN, DRY, GIN, TWIST"", ""stronger category""], [""shades of black"", ""RAVEN, JET, PITCH, INKY"", ""fits that pattern too""]]",70.0,75.0,80.0,
ConnectionsPlus,Claude Sonnet 4.6,connp_098,un_augmented,0,,2.02410626411438,"[75, 45, 80, 85, 80, 65, 90, 95]","[[""STRAIT, CHANNEL, SOUND, and BAY"", ""bodies of water""], [""trying to figure out what connects them"", ""might all work with hustle somehow""], [""cord category"", ""BUNGEE, UMBILICAL, SPINAL, and EXTENSION"", ""feels solid""], [""FRANK, DIRECT, VOCAL, and LOUD"", ""synonyms for being candid and straightforward""], [""computer storage"", ""FLASH, THUMB, ZIP, and FLOPPY drives are clearly a set""], [""SKIM, LEAF, FLIP, SPEED"", ""ways to read or browse quickly""], [""GENIE, SHIP, MESSAGE, LIGHTNING"", ""in a bottle"", ""fit that pattern perfectly"", ""solid category""], [""all Asian condiments"", ""sauces are HOISIN, SOY, OYSTER, PLUM""]]",45.0,65.0,76.875,
ConnectionsPlus,Claude Sonnet 4.6,connp_095,un_augmented,1,,1.828606128692627,"[85, 90, 95, 80, 95, 90, 85, 85]","[[""NEARBY, HANDY, AVAILABLE, READY"", ""meaning accessible or at hand""], [""BAND, BOOT, BASE, and SUMMER all precede CAMP"", ""That's my fourth group""], [""CAPE, POINT, BLUFF, SPIT all work as coastal landforms"", ""That's the pattern""], [""informal British terms"", ""FOOTY, TELLY, CHIPPY, and BUTTY are all""], [""HOLLOW, CAVITY, PIT, and HOLE"", ""synonyms for a hollow space""], [""MASK, COVER, SCREEN, and SHIELD"", ""relate to protection or concealment""], [""let sleeping dogs lie"", ""part of that idiom"", ""locked in""], [""SQUARE, HEARTY, SOLID, and FILLING"", ""describe a satisfying meal""]]",80.0,85.0,88.125,
ConnectionsPlus,Claude Sonnet 4.6,connp_097,un_augmented,1,,2.0728530883789062,"[85, 85, 75, 65, 90, 95, 95, 80]","[[""geographical water features"", ""SOUND, STRAIT, BAY, CHANNEL""], [""thunder sounds"", ""CLAP, BOOM, ROLL"", ""CLAP, RUMBLE, BOOM, ROLL""], [""still deciding between those five"", ""EXTENSION cord fits too"", ""BUNGEE, UMBILICAL, SPINAL, and EXTENSION all go with cord""], [""synonyms for honest/candid"", ""LOUD feels like a stretch"", ""ways of being outspoken""], [""GENIE in a bottle, SHIP in a bottle, MESSAGE in a bottle, LIGHTNING in a bottle"", ""solid set of four""], [""hand puppet, sock puppet, shadow puppet, string puppet"", ""That's a solid category""], [""STANDING OVATION, STANDING ROOM, STANDING ORDERS, STANDING JOKE"", ""follow \""STANDING\"" perfectly""], [""synonyms for progression or advancement"", ""struggling to find the fourth word"", ""Actually, that clicks into place""]]",65.0,75.0,83.75,
ConnectionsPlus,Claude Sonnet 4.6,connp_020,un_augmented,1,,1.910602331161499,"[85, 90, 80, 95, 85, 90, 85, 90]","[[""public ways to communicate"", ""NOTICE, BULLETIN, POSTER, ANNOUNCEMENT""], [""CLEANER as a pattern"", ""VACUUM, DRY, PIPE, and BATHROOM"", ""all of which can precede CLEANER""], [""Retail spaces"", ""FAIR, BAZAAR, OUTLET, MARKET"", ""places where you shop""], [""PALM works perfectly!"", ""PALM READER, PALM BEACH, PALM TREE, PALM SUNDAY"", ""all four of those are real phrases""], [""they all have TABS!"", ""Browser tabs, the tab key on a keyboard, folder tabs on file folders, and pull tabs on soda cans""], [""Grocery checkout equipment"", ""CONVEYOR BELT, SCALE, SCANNER, REGISTER"", ""all belong at the checkout area""], [""Google Pixel phone colors"", ""MARIGOLD, EVERGREEN, QUICKSILVER, INFRARED"", ""form a specific color palette""], [""Pizza varieties"", ""VEGGIE, HAWAIIAN, SUPREME, PLAIN"", ""work as pizza types""]]",80.0,85.0,87.5,
ConnectionsPlus,Claude Sonnet 4.6,connp_099,un_augmented,1,,2.160172939300537,"[95, 65, 95, 85, 90, 85, 75, 55]","[[""playing cards ranks"", ""clear category of four""], [""third-person singular verbs"", ""function as nouns"", ""football or rugby terms""], [""NBA Teams"", ""exactly four teams that don't overlap""], [""synonyms for lollipops or sweets"", ""CANDY, SWEET, and SUCKER are all synonyms""], [""counterfeit or fake"", ""DUMMY, COPY, DUPE, and FAKE all mean""], [""exclamations you'd say after 'Oh'"", ""interjections expressing surprise"", ""work together nicely""], [""things controlled by remotes"", ""controlled with a remote"", ""account for all 32 words""], [""starts with Y"", ""too straightforward"", ""feels too vague"", ""actual connection rather than just Y-words""]]",55.0,65.0,80.625,
ConnectionsPlus,Claude Sonnet 4.6,connp_015,un_augmented,1,,2.124295234680176,"[70, 75, 80, 75, 85, 65, 30, 75]","[[""audio equipment"", ""AMP, PREAMP, TURNTABLE, and SPEAKER as stereo components""], [""WET connects to BLANKET, NURSE, BAR, and WILLY"", ""all valid phrases""], [""coat varieties"", ""TRENCH, DUFFLE, PEA, and CAMEL all work""], [""military ranks"", ""GENERAL, MAJOR, CAPTAIN, PRIVATE"", ""YEOMAN as something else""], [""Rihanna's discography"", ""UMBRELLA, DIAMONDS, WORK, and SOS all fit""], [""TAPE, THREAD, WIRE, and FILM might share a pattern"", ""things that come on spools or reels""], [""not immediately seeing what connects them"", ""not finding a clear pattern"", ""not entirely certain what connects them""], [""pants types"", ""JOGGER, SLACK, OVERALL, and JEAN""]]",30.0,65.0,69.375,
ConnectionsPlus,Claude Sonnet 4.6,connp_024,un_augmented,0,,2.462845802307129,"[100, 20, 90, 90, 85, 80, 50, 85]","[[""punctuation marks"", ""ASTERISK, PARENS, DAGGER, and NUMBER"", ""typography""], [""RANKLE, BANANA, PARCH, and FLIGHT PATH"", ""still feels uncertain"", ""not clicking yet""], [""boasting or swagger"", ""CROW, STRUT, SHOW OFF, and BLUSTER"", ""mean to boast""], [""gift-wrapping items"", ""GIFT WRAP, RIBBON, BOW, and CARD"", ""gift/present items""], [""ELBOW, RAINBOW, BOWTIE, and EYEBROW"", ""contain that word"", ""BOW category""], [""Scrooge McDuck or Dickensian miser theme"", ""TOP HAT, MONEYBAG, CANE, and COUNT"", ""wealthy character archetype""], [""mythological or cultural figures"", ""LEPRECHAUN, ELVES, ROOSTER, and OTOE"", ""less certain""], [""SHOULDER, SHOVE, PRESS, and WHEEL"", ""ways to push something"", ""push group""]]",20.0,50.0,75.0,
